hotel_name,nationality,rating,review_title,review_neg,review_pos
Queen Astrid,United Kingdom,10.0,fantastic location great house comfortable clean exactly describe highly recommend,,great location friendly helpful host house exactly describe comfortable
Dailly studio,Spain,8.0,good,,
Hotel Fevery,Belgium,10.0,exceptional,,great welcome host tasteful breakfast bring room request time
The best known village of Belgium,United Kingdom,8.0,good recomend,parking space problem come late,nice friendly staff warm confortable bed
Queen Astrid,United Kingdom,9.0,fantastic family visit,,fantastic location easy walking distance main Ypres museum Menin Gate cathedral old market square easy find garage parking easy find worth small additional charge friendly informative host happy help restaurant recommendation visit
Dailly studio,Greece,9.2,superb,,
Hotel Fevery,Belgium,10.0,perfect cosy stay,wall bit thin case hotel,favourite delicious breakfast brunch room high quality bath product spotless nice welcome staff room super cosy breakfast brunch delicious varied great bath good quality smell bath product amazing stay localisation far time isolate crowded area want
The best known village of Belgium,Belgium,8.8,fabulous,Google map navigate wrong place owner kind find route,owner personally super fresh tasty breakfast quiet warm room good pillow location m famous Duvel beer brewery
Queen Astrid,United Kingdom,10.0,great visit,,property lovely host kind informative great location visit get Ypres
Dailly studio,Belgium,9.6,exceptional,,
Jam Hotel,Netherlands,10.0,exceptional,,
Hotel Fevery,Belgium,10.0,exceptional,,good breakfast friendly staff
The best known village of Belgium,Norway,9.2,superb,pretty dark stair hard,friendly staff nice House comfortable bed available room comfortable
Queen Astrid,United Kingdom,10.0,excellent house,location great party have toilet good man,great communication Fred home owner absolute gentleman house excellent location close bar restaurant etc clean warm spacious place
Jam Hotel,Ireland,9.6,exceptional,,
Hotel 't Putje,United Kingdom,10.0,great location,,room comfortable clean modern staff friendly location perfect excellent value money
B&B Maris Logies,Belgium,9.0,superb,nice people professional warm concerned guest,place disturb bust ask whishe fulfil
Maison d'hôtes Îles Sont d'Ailleurs,Belgium,10.0,super friendly helpful host,,room comfortable great location early flight transfer airport welcome host provide great information food near forget item room host ensure get
Hotel Fevery,Netherlands,9.0,wonderful experience bruge,building like city old room compact floor upstairs guest musical footstep minor inconvenience well,good stay gracious personable service provide Paul Asselman exceptionally helpful arrive arrange parking offer wonderful advice seasonal attraction dining impact COVID personally delicious breakfast morning deliver stay mirror good part stay feel lodger home location convenient quick picturesque walk get beautiful historic city
The best known village of Belgium,Ukraine,9.6,exceptional,,beautyful thank owner Paul late check
Queen Astrid,Australia,10.0,great townhouse central Ypres,,fantastic location equip town house clean comfortable host helpful recommend restaurant site visit etc thoroughly recommend couple family look use Ypres base return
Renaissance Brussels Hotel,Ireland,5.0,passable,,
Jam Hotel,Belgium,6.3,pleasant,,
Hotel 't Putje,Greece,3.3,bedbug bed,complaint stay room bed bedbug morning see spot blood bed sheet ask change sheet cross mind wrong bed hygiene Monday morning husband get spot bite right hand forehead yesterday morning get bite right leave hand check immediately catch train inform receptionist leave arrive homeplace visit doctor afternoon diagnosis bite bedbug frustrate disappointed time like happen concern brugge Belgium bedbug hotel room highly visit world,Location friendly reception
B&B Maris Logies,Belgium,9.6,tip orde,,Alles prima
Maison d'hôtes Îles Sont d'Ailleurs,Netherlands,10.0,excellent,,reception friendly host need recommend
Hotel Fevery,Belgium,10.0,exceptional,,staff Paul particularly super friendly helpful start upgrade big room help booking Belfort amazing breakfast doorstep morning location immaculate definitely stay
The best known village of Belgium,Spain,5.4,passable,shared bathroom floor access bathroom step staircase suitable old people external info indicate pension reality pension particular home live owner,
Queen Astrid,Australia,10.0,exceptional,great language clarity recycling system control washing machine drier,welcome little touch courier abd train station information region service avail
Renaissance Brussels Hotel,Czech Republic,10.0,exceptional,,
nhow Brussels Bloom,Jordan,9.0,superb,,
Jam Hotel,Russia,9.6,exceptional,,
Hotel 't Putje,United Kingdom,10.0,good,,absolutely ideal purpose stay visit Brugs Beer Festival t Zand Square
B&B Maris Logies,Italy,10.0,exceptional,,expectation nice place perfect host unforgettable stay
Maison d'hôtes Îles Sont d'Ailleurs,Poland,9.6,perfect place stay night flight day,bathroom room separate sleep curtain real wall curtain thick solution make feel little bit awkward issue perfect definitely recommend place,helpful host lot useful information share guest transfer airport perfect stop night flight day breakfast lot choice general clean comfy place
Hotel Fevery,Denmark,8.0,good,air conditioner fan hot room,Location pretty good city big bit hotel stay close good restaurant attraction Staff friendly helpful
The best known village of Belgium,Germany,4.6,sure look picture accept shared bathroom,fail fully read property description price good lot write Facilities location make think rate property disappointing read description shock shared bathroom share guest share site resident casino coffee maker room hand towel bath towel room smell Fabreeze wonder unsecured parking street wardrobe closet junk wooden chair creaky floor host friend downstairs kitchen hear room buffet ATM person site shop site simply old house upstairs room rent furniture old simple basic desk laptop work use common area want cheap dry roof head ok want,internet work mattress hard location good price good pay
Queen Astrid,United Kingdom,10.0,Liz,stair little steep,enought go way advice thing House clean present need
Renaissance Brussels Hotel,Luxembourg,10.0,exceptional,,
nhow Brussels Bloom,Romania,8.8,fabulous,,
Jam Hotel,Spain,9.6,nice room building,,
Hotel 't Putje,Turkey,6.0,pleasant,water shower cold thing want good bath sleep bed soft hard,
B&B Maris Logies,United Kingdom,9.6,amazing place nice owner breakfast mind blow,,
Maison d'hôtes Îles Sont d'Ailleurs,Netherlands,9.6,exceptional,great,clean comfortable super friendly owner booking minute receive prompt reply owner great breakfast
Hotel Fevery,Australia,10.0,exceptional,,perfect stay especially provide breakfast lovely room Paul owner hotel helpful friendly impress lot Brudges sure love trip
The best known village of Belgium,Belgium,9.2,good bang buck Belgium,,owner accommodation friendly stay enjoyable different traditional cold hotel domestic setting small town excellent connection major city Belgium warmly recommend accommodation
Queen Astrid,United Kingdom,10.0,exceptional,,beautiful house heart town careful attention detail owner knowledgeable history town place visit
Hotel Made In Louise,Switzerland,9.2,superb,,
East Time Hotel,Russia,7.0,good,kettle room laundry service,Breakfast good fair price
Hotel Ambrosia,United Kingdom,9.2,locate hotel value care viste Ieper place,,charming hotel efficiently skillfully run quiet street grand place parking outside Sunday easy owner care guest orintate Room ground floor helpful accumulate luggage good place stay vist town surround place interest straightforwrad hassle free
Motel One Brussels,Ireland,10.0,short sweet,,staff friendly hour bar bonus arrive late
"Radisson Blu Hotel, Bruges",Belgium,3.0,poor,noise bad isolation,
Renaissance Brussels Hotel,Belgium,6.0,pleasant,,
nhow Brussels Bloom,Colombia,8.0,good,,
Jam Hotel,United States,10.0,exceptional,,
Hotel 't Putje,United States,10.0,great stay hotel,need improvement great,hotel excellent hotel clean comfortable staff excellent breakfast great excellent area walking distance want stay
B&B Maris Logies,Belgium,10.0,definitely come,remember,good location clean cosy room couple friendly breakfast good possibility ask lunch package ask day advance like silence place
Maison d'hôtes Îles Sont d'Ailleurs,Bulgaria,10.0,exceptional,,excellent welcome good location extremely friendly owner breakfast juice amazing
Hotel Fevery,Ireland,9.0,lovely breakfast nice quaint hotel,,wonderful breakfast comfortable room quiet location lovely
The best known village of Belgium,Romania,9.2,superb,share bathroom downstair,friendly host clean like lot
Queen Astrid,Netherlands,8.3,good,,situate centrally Ypres place spacious clean
Hotel Made In Louise,Netherlands,10.0,excellent stay come,,
East Time Hotel,Azerbaijan,10.0,exceptional,,clean helpful staf
Hotel Ambrosia,United Kingdom,8.5,lovely emotional stay Flanders field good food beer,floor keep bang head sloping roof hotel room available tea coffee room available reception pm insect repellent mosquito vicious,friendly helpful owner know breakfast fresh produce cook order room clean
Motel One Brussels,United Kingdom,9.2,clean comfy good value,long wait check queue minute check,modern clean comfy bed good value money
"Radisson Blu Hotel, Bruges",Greece,3.0,poor,double bed confirm single provide view room awful dusty parking antenna container Bruge ask change room mention hotel upgrade available extra charge,
Duinenblik 3,Germany,7.9,nieuwpoort,,good location good size big family friendly appartement owner nice vacation
Renaissance Brussels Hotel,Netherlands,10.0,exceptional,,
nhow Brussels Bloom,United States,8.0,good,,
Jam Hotel,Germany,10.0,exceptional,,
Hotel 't Putje,Indonesia,5.0,Meh,room bit damage huge useless door,bed
B&B Maris Logies,France,9.6,exceptional,,great house superbe service enjoyable breakfast
Maison d'hôtes Îles Sont d'Ailleurs,Slovakia,9.6,nice quiet place vicinity airport,,accommodation minute away airport owner pick airport drive flight view fantastic place nice clean quiet breakfast good need stay Charleroi definitely choose place
Hotel Fevery,United Kingdom,10.0,prime location excellent stay return,,Hotel lot character comfortable room excellent breakfast friendly staff Paul give good welcome good location second visit definitely return
The best known village of Belgium,Colombia,5.8,,saturday Sunday imposible,
Queen Astrid,United Kingdom,10.0,nice stay able bodied travel companion,stair difficult elderly mother,comfortable property excellent location Plenty space party Fred meet arrival lot local information meet departure case return require cash damage deposit property need plus extra touch note long flight steep stair live space long flight bedroom difficult people mobility issue
Chez Lola,Belgium,8.0,good value money,,close center
Sofitel Brussels Le Louise,United Kingdom,8.0,nice short stay,toiletry soap shampoo go standard visit hotel Hermes Lanvin default toiletry welcome pack cotton bud shower hat etc supply occasion,warm welcome sincere farewell staff welcome good ensure stay good special thank Mariano Tula good Sofitel Le Louise particularly definitely quality bed
Hotel Made In Louise,Belgium,9.6,feel like home well,,
East Time Hotel,Romania,10.0,exceptional,,clean big room
Hotel Ambrosia,United Kingdom,10.0,exceptional,,l
Motel One Brussels,Thailand,9.2,superb,little toiletry toothpaste,modern clean
"Radisson Blu Hotel, Bruges",Germany,1.0,poor,,bad attitude
Duinenblik 3,Netherlands,8.3,good,bathroom benefit ventilation,lovely spacious apartment good location
Renaissance Brussels Hotel,United States,10.0,great stay,,
nhow Brussels Bloom,Luxembourg,9.0,superb,,
Jam Hotel,Denmark,9.6,exceptional,,
Hotel 't Putje,United Kingdom,6.0,nice location focus need comfortable basic room good breakfast,night bad hardly sleep bed uncomfortable breakfast disappointment ordinary plain tea black green,bed allocate room excruciatingly uncomfortable second attempt satisfactorily resolve
B&B Maris Logies,Belgium,9.0,superb,,
Maison d'hôtes Îles Sont d'Ailleurs,Latvia,9.6,exceptional,,Host kind availability provide car ride airport early flight crucial highly appreciated
Hotel Fevery,United Kingdom,10.0,exceptional,,great place nice local sight Paul team helpfull
The best known village of Belgium,Lithuania,6.7,pleasant,,
Queen Astrid,United Kingdom,10.0,excellent accommodation clean good facility complimentary tea coffee huge bonus,Mattress soft,booking minute previous accommodation let minute host
Chez Lola,Netherlands,8.0,good,wifi signal weak disconnect,
Sofitel Brussels Le Louise,Austria,8.0,good,huge restriction Corona beginning June room cleaning breakfast buffet reduced hospitality fault rule,nice
Gite des Comagnes,Belgium,9.0,lovely countryside house,,location excellent house overlook surround valley field village make charming view plenty hike opportunity nearby house big farmhouse complex atmospheric privacy absolutely guarantee seperate garden sauna picture property justice definitely come recommend friend family stay
Hotel Made In Louise,United Kingdom,10.0,exceptional,,
East Time Hotel,Russia,8.0,come,,comfortable stay breakfast include price room free wifi good overall experience
Hotel Ambrosia,Canada,7.9,good,pillow lumpy,owner helpful friendly breakfast good
Motel One Brussels,United Kingdom,9.6,exceptional,thing comment tea coffee make facility room little disappointing long day shower nice drink room highly recommend,theo reception nice efficient Hotel decor lovely breakfast good
"Radisson Blu Hotel, Bruges",Germany,4.0,HotelManagement represent brand,h arrive room ready h wait till h commend room ready room ready nice bad feeling people leave room sleep wait min Tea sweater milk fill consumption day fitness room joke tick box USP list booking breakfast check long queue wait necessary,Location Layout RoomDesign great
Duinenblik 3,Belgium,10.0,exceptional,,
Renaissance Brussels Hotel,Netherlands,10.0,exceptional,,
nhow Brussels Bloom,Italy,9.2,superb,,
Jam Hotel,United States,9.6,exceptional,,
Hotel 't Putje,United States,5.4,picture show Bait switch show room get attic room floor th,,location prime
B&B Maris Logies,Belgium,9.0,superb,,
Maison d'hôtes Îles Sont d'Ailleurs,Belgium,8.3,great parking service close airport,,interesting cultural experience meet owner understand history Belgium region fit thank kind hospitality Rudy
Hotel Fevery,United Kingdom,8.0,good location close canal short walk city centre,like tea coffee make facility room downstair,hotel quiet attractive city min walk centre Hotel clean warm comfortable bed good continental breakfast
The best known village of Belgium,United Kingdom,10.0,exceptional,,
Queen Astrid,United Kingdom,10.0,exceptional,,lovely homely apartment fantastic location Ieper Square facility lovely big comfortable bed little extra touch toothpaste shampoo conditioner dishwasher tablet extra
Hotel Corner House,United Kingdom,8.3,great central location delicious breakfast good value stay belgium,think parking site difficult carry tired child pm hotel town main town centre car park hassle,lovely choice breakfast bed comfortable able provide travel cot bed short notice late night saturday appreciate
Chez Lola,United Kingdom,6.7,pleasant,half size bath shower challenge,
Sofitel Brussels Le Louise,Belgium,9.0,fine hotel nice location,request bath forehand possible arrive,good hotel flexible breakfast
Gite des Comagnes,Germany,10.0,nice house group people family,need bring bedlinen good know advance duvet double bed excellent,lovely house big garden serene setting picture undersell Host nice generous check time highly recommend stay
Hotel Made In Louise,United Kingdom,10.0,exceptional,,
East Time Hotel,Iraq,7.0,good,,good place room size good bathroom overlook main street include supermarket shop good room price area cleanliness bus station near important characteristic reception staff deal customer nice
Hotel Ambrosia,United Kingdom,9.6,good value place stay,good,friendly owner good location good value
Motel One Brussels,Russia,10.0,exceptional,wi fi work properly,Location well right center city room clean bed comfortable great value money
"Radisson Blu Hotel, Bruges",Netherlands,5.0,passable,proper business hotel away city family Understaffed complain coffee machine work time come check way reception room service room bottle water complementary,clean decent
Renaissance Brussels Hotel,Belgium,10.0,exceptional,,
nhow Brussels Bloom,Germany,8.0,good,,
Jam Hotel,Sweden,10.0,exceptional,,
Hotel 't Putje,United Kingdom,2.0,stay special engagement totally ruin,room terrible dirty value money complain manager attempt speak totally disgust,coffee breakfast
B&B Maris Logies,Belgium,8.0,good,,
Maison d'hôtes Îles Sont d'Ailleurs,Slovakia,9.6,exceptional,,nice place close airport middle nature
Hotel Fevery,United Kingdom,9.0,excellent location comfy room warm welcome,,welcome warm friendly breakfast simple meet need room comfortable clean high standard location close centre city easy walking distance suit requirement perfectly
Queen Astrid,United Kingdom,10.0,exceptional,,centrally locate lovely town need comfortable stay include superb restaurant recommendation thank
Hotel Corner House,United Kingdom,7.5,reaonably price hotel,breakfast area busy little congested base small room buffet style access method cook boil egg effective egg minute uncooked time throw away,breakfast provide good choice lady reception friendly helpful
Chez Lola,Netherlands,5.0,passable,Bad veel teklein en ouderwetse tv,
Sofitel Brussels Le Louise,Netherlands,7.0,good,bad matra way soft Plato comfortable expect price,friendly staff
Gite des Comagnes,Belgium,10.0,exceptional,,
Hotel Made In Louise,Netherlands,8.8,fabulous,,
East Time Hotel,Qatar,7.0,good,teapot fridge room porter service assist luggage uncomfortable carry bag small stair way elevator,hotel nice special comfortable bedding small cozy room fresh furniture good location hypermarket gas station work buy tea coffee pastry time good breakfast area hotel green river lot greenery general enjoy stay
Hotel Ambrosia,United Kingdom,10.0,lovely hotel,,extremely situated lovely comfortable room Iwonie owner welcoming helpful intend return year unhesitatingly recommend
Motel One Brussels,United Kingdom,9.2,superb,drawback tea coffee make facility room unusual standard Hotel,Decor lounge area designerly
"Radisson Blu Hotel, Bruges",Netherlands,6.0,Oke expect Radisson,hotel indicate construction go poor find signing towel clean Staff educate bar order champagne get white wine champagne glass parking private public payment hotel,bed good staff helpfull
Renaissance Brussels Hotel,France,10.0,exceptional,,
nhow Brussels Bloom,Luxembourg,7.9,good,,
Jam Hotel,Romania,10.0,exceptional,,
Hotel 't Putje,Germany,6.0,pleasant,unfortunately noisy room window sound proof desire listen people amorous activity come home bar breakfast sub standard pay,close station centrally locate middle old town great
B&B Maris Logies,Romania,10.0,excellent time excellent host,,
Maison d'hôtes Îles Sont d'Ailleurs,Slovakia,9.2,great overnight stay good breakfast,,host polite helpful good breakfast nice glass veranda appreciate great communication owner quick comfortable airport transfer great place overnight stay travel early morning late night thank lot
Hotel Fevery,United Kingdom,10.0,exceptional,,good
Queen Astrid,Canada,10.0,highly recommend plan travel Ypres area central location ideal,,Queen Astrid locate great location close main square Menin Gates actual property modern clean Host great see need property ideal family couple couple
Hotel Corner House,Belgium,6.7,satisfactory stay good location breakfast accessibility need rethink,mould wall recently refurbish room room difficult access buggy unpleasant staff member breakfast snap partner room number generally give terrible stress bad energy stomp restaurant buffet breakfast area cramp,pleasant check experience nice lady nice big refurbish room view sea room bit removed travel baby nice stressful
Chez Lola,Belgium,8.0,good,,
Sofitel Brussels Le Louise,Kuwait,7.0,good,staff presetable,nice hotel excellent loctation
Gite des Comagnes,Belgium,10.0,exceptional,,
Hotel Made In Louise,Netherlands,10.0,exceptional,,
East Time Hotel,Azerbaijan,10.0,exceptional,Minsk good,nice
Hotel Ambrosia,United Kingdom,8.8,stay week great location friendly staff like day,,close Centre friendly helpful staff
Motel One Brussels,United States,9.2,nice hotel price,queue check devised,location quality room particularly price good bar downstairs nice overall good experience
"Radisson Blu Hotel, Bruges",Ireland,6.0,pleasant,like drive car park main entrance hotel entrance little dark,
Renaissance Brussels Hotel,Ireland,10.0,exceptional,,
nhow Brussels Bloom,Libya,7.1,good,,
Jam Hotel,United Kingdom,10.0,exceptional,,
Hotel 't Putje,Turkey,2.0,awful bed,bed uncomfortable bed sleep double room different mattress merge middle like endless hole room clean unfortunately find boxer belong previous customer,Location nice easy walk
B&B Maris Logies,Belgium,9.2,superb,,
Maison d'hôtes Îles Sont d'Ailleurs,United Kingdom,9.6,great need overnight stay near airport,like,owner helpful
Hotel Fevery,United Kingdom,10.0,exceptional,,wonderful hotel wonderful helpful host definitely come
Queen Astrid,United Kingdom,9.6,fantastic apartment beautiful location,lot parking available near property cost problem door leave key lock inside mistake close door way open door locksmith call deduct deposit cover cost ther owner Saturday night deal situation fuss,high quality accomodation right heart town catherdral location well walk distance attraction bar restuarant etc friendly owner corner help
Hotel Corner House,Belgium,8.8,alright welcome,miss good shower room shower work good wait hour fill bath little bit water right temperature inorde shower douch breakfast dish change,like de comfort extra bed kid
Chez Lola,Spain,8.8,fabulous,,
Sofitel Brussels Le Louise,Luxembourg,8.0,good stay busy brussels destination,criticize entry escalator look bit old cranky,location near brussels courthouse shop avenue louise friendly helpful staff well moron hotel opposite
Hotel Made In Louise,United Kingdom,10.0,exceptional,,
East Time Hotel,Azerbaijan,10.0,exceptional,,Staff helpful staff
Hotel Ambrosia,Australia,10.0,exceptional,negative,Hotel Ambrosia perfect purpose close centre Ypres room spacious comfortable breakfast tasty couple run hotel friendly helpful
Motel One Brussels,Austria,9.6,safe choice,fully book queue min check staff nice idea serve free juice wait large check counter help,MotelOne safe choice star hotel standard superfluous service mean room service minibar big desk etc nice lounge bar ground floor instead super comfy bed excellent bathroom quiet environment locate close central park Brussels Federal Parliament Royal Palace far EU area
Renaissance Brussels Hotel,United Kingdom,6.3,pleasant,,
nhow Brussels Bloom,Morocco,7.1,good,,
Jam Hotel,France,3.3,poor,,
Hotel 't Putje,United Kingdom,6.3,pleasant,bed badly fit bed sheet room small outside light noise toilet head try sleep towel old past well,position
B&B Maris Logies,Netherlands,9.5,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,Bulgaria,10.0,exceptional,,second stay different room flawless experience thank
Hotel Fevery,Australia,9.6,exceptional,,Owner Paul sensational thoughtful helpful wonderful example small family own run hotel
Queen Astrid,United Kingdom,10.0,great apartment good location Ypres helpful owner,stair apartment little steep help challenge individual mobile small point,house situate fabulous location right centre Ypres Plenty room comfortable facility need special mention Freddy owner help visit Ypres special gentleman scholar
Hotel Corner House,United Kingdom,3.8,Seaside disappointment,get give room look internal fire escape noise air con unit night fight outside bedroom apparently okay hotel got pass round staff morning try complain broken sleep daughter upset screaming tell wait hour owner room awful,nice bathroom
Chez Lola,Belgium,10.0,exceptional,,
Sofitel Brussels Le Louise,United Arab Emirates,7.0,good stay staff friendly professional,,rrom small
Hotel Made In Louise,United Kingdom,9.2,nice hotel friendly staff clean good breakfast,,
East Time Hotel,Turkey,9.0,superb,minibar,hotel locate close center bus stop hotel room clean cozy good price
Hotel Ambrosia,United Kingdom,10.0,Brilliant,great place stay,Vincent wife good people know area battlefield s wife perfect fried egg
Motel One Brussels,Turkey,10.0,weekend away Brussels,,Location nice close historical Place
Renaissance Brussels Hotel,United States,10.0,exceptional,,
nhow Brussels Bloom,Mexico,9.6,exceptional,,
Jam Hotel,Netherlands,9.6,exceptional,,
Hotel 't Putje,United Kingdom,10.0,worth visit,position clean great staff,great staff excellent
B&B Maris Logies,Poland,10.0,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,Germany,8.3,good,,kind host help direction toll french road nice chat
Hotel Fevery,Colombia,10.0,exceptional,,perfect arrive late Paul receive good way possible breakfast delicious good quality love stay recommend hotel doubt
Queen Astrid,United Kingdom,9.6,exceptional,,great location lovely house happy
Hotel Corner House,Germany,9.6,exceptional,,
Sofitel Brussels Le Louise,Ghana,9.2,superb,Roof bar nice,location room
Hotel Made In Louise,Germany,10.0,exceptional,,
East Time Hotel,China,10.0,exceptional,,good hahha choose
Hotel Ambrosia,United Kingdom,10.0,KOGs trip,,hotel great location explore Ypres surround area staff friendly helpful hotel spotless good Breakfast happily stay
Motel One Brussels,Ireland,8.8,pleasant hassle hassle free,tea coffee make facility room bit small,peaceful
Renaissance Brussels Hotel,Ireland,10.0,exceptional,,
nhow Brussels Bloom,Turkey,7.1,good,,
Jam Hotel,Luxembourg,10.0,exceptional,,
Hotel 't Putje,United Kingdom,6.0,perfectly adequate short stay bruge,book twin room double split bed little room manoeuvre tap sink loose arm chair desk hang,good location friendly helpful staff min centre Bruges min walk station clean warm
B&B Maris Logies,Czech Republic,10.0,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,Bulgaria,10.0,wait visit,,friendly owner fabulous property offer traveler need way Charleroi airport quick efficient shuttle service property min drive away comfortable spacious room abundant breakfast option serve middle backyard
Hotel Fevery,Russia,10.0,adorable hotel,,Adorable hotel cozy comfortable beautiful relax parent house Hotel owner colleague affable give map tell good view place
Queen Astrid,Australia,9.6,overall enjoyable stay,fail disclose door currently building site resultant noise Garage attach property block away,excellent location clean comfortable
Hotel Corner House,United Kingdom,6.0,pleasant,unmade bed clean cloth unchanged sheet give alternative room clean bed apology give albeit reluctantly poor car parking,find bearing convenient location
Sofitel Brussels Le Louise,Bulgaria,8.3,good,additional charge h,perfect location beautiful design
Hotel Made In Louise,Germany,9.6,exceptional,,
East Time Hotel,Russia,8.8,fabulous,take long check breakfast fit wait hour table probably happen case stay,room nice clean spacious furniture need clean hotel breakfast good hotel near main road easy access car parking lot hotel good Value money
Hotel Ambrosia,New Zealand,10.0,simply fantastic experience,,fantastic family run facility Vincent Iwona great deal thank Vincent take pick rental car car company advise deliver promise need mention pebble bright bubbly helpful hesitation recommend Hotel intend visit Ieper
Motel One Brussels,Russia,10.0,exceptional,,amazing location super comfortable hotel stylish inside nice bar huge menu beverage room clean
Renaissance Brussels Hotel,United Kingdom,10.0,exceptional,,
nhow Brussels Bloom,Netherlands,7.9,bathroom drain clog room clean comfortable breakfast lovely,,
Jam Hotel,Belgium,9.6,exceptional,,
Hotel 't Putje,Lebanon,9.6,exceptional,,helpful lady desk
B&B Maris Logies,Belgium,10.0,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,Belgium,7.9,good,,extra service come airport
Hotel Fevery,United Kingdom,10.0,perfect get engage,have leave,perfect student want cheap getaway new year honest go Hotel Fevery cheap charge far staff lovely get give free map sight point get give box chocolate New Year breakfast lovely Paul think attentive good variety day love hotel return heartbeat
Queen Astrid,United Kingdom,10.0,beautiful house excellent location,,Property beautifully clean bed excellent location property excellent
Hotel Corner House,Germany,5.0,passable,breakfast stressful stuff stressed bathroom clean bathtub kind nice,bedroom clean lady reception busy friendly
Sofitel Brussels Le Louise,United Kingdom,8.8,star hotel excellent feature great location,electric plug room locate wrong place make difficult access,location hotel perfect walk workplace tourist attraction scenic view room wonderful staff reception bar room service pleasant helpful
Hotel Made In Louise,Israel,10.0,exceptional,,
East Time Hotel,Russia,9.0,superb,Cigarette smell hall freezer fridge,great breakfast spacious room big mall nearby good sound proof fridge room
Hotel Ambrosia,United Kingdom,9.6,great little hotel central manage run,,Delicious breakfast good late night check excellent staff
Motel One Brussels,Japan,9.2,comfortable stay promise,,clean room maintain Staff especially bar corner woman kind
Renaissance Brussels Hotel,United Kingdom,1.0,poor,,
nhow Brussels Bloom,Estonia,8.3,good,,
Jam Hotel,Nigeria,9.6,exceptional,,
Hotel 't Putje,South Africa,10.0,exceptional,,great location cheap
B&B Maris Logies,United Kingdom,9.6,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,Latvia,10.0,good place rest flight,,great service nice clean room good breakfast coffee tea croissant bread need good sandwich lovely bonus fresh orange juice homemade jam family atmosphere
Hotel Fevery,Australia,10.0,Perfect Bruges stay,love UHT powdered milk available tea evening,charming multilingual Paul host lovely hotel room spacious fabulous bath comfortable bed perfect spend day explore old town bruge location perfect short walk centre breakfast exceptional option include perfectly boil egg love special surprise Australians high quality organic complimentary product use bathroom available sale
Queen Astrid,United Kingdom,10.0,exceptional,,fantastic property prime location extremely clean bed comfortable good sleep age host friendly helpful leave bottle bubbly fridge perfect host recommend
Hotel Corner House,Belgium,8.0,good,,
Sofitel Brussels Le Louise,Kuwait,9.6,wonderful holiday hotel,thing hotel beautiful food delicious,wonderful staff warm welcome helpful
Hotel Made In Louise,France,9.6,exceptional,,
East Time Hotel,United Kingdom,8.8,Great value,bit far centre accessible Trolley Bus,quiet location comfy room breakfast include good coffee great value
Hotel Ambrosia,Australia,8.3,lovely host breakfast facility,surprised find small single bed,
Motel One Brussels,Jordan,7.5,good,,staf helpful
Renaissance Brussels Hotel,Japan,10.0,exceptional,,
nhow Brussels Bloom,Switzerland,7.1,good,,
Jam Hotel,Belgium,9.6,exceptional,,
Hotel 't Putje,United Kingdom,5.0,passable,tea coffee facility loud,Bed comfy location fab
B&B Maris Logies,Belgium,9.6,exceptional,,
Maison d'hôtes Îles Sont d'Ailleurs,France,7.9,felt ease homely hospitality,bathroom corner room little cramp wash basin small splash aoutside,hospitality owner free parking puncutality personalised shuttle warm home atmosphere
Hotel Fevery,Australia,10.0,gem,Pillow flat little hard,lot thoughtful extra touch patch mirror fog towel breakfast feast quiet street picturesque stroll busy middle bruge Host Paul offsider helpful information taxis allow early breakfast early departure definitely recommend hotel
Queen Astrid,United Kingdom,10.0,good accommodation Ypres,,superb location great host facility need right town centre minute walk
Hotel Corner House,Belgium,9.2,superb,,
Sofitel Brussels Le Louise,Kuwait,8.8,fabulous,help luggage check check bring kid actually need help way receptionist call taxi bag restaurant angry waiter call request talk language obvious good thing say say walk stand look rude guest restaurant see unfortunately understand word gladly waiter helpfull nice limited order room service option gladly restaurant hotel,reception staff super nice helpfull great room service guy answer phone nice concierge room size housekeeping excellent room clean food good location
Hotel Made In Louise,United Kingdom,9.6,fantastic stay quiet cozy great breakfast,,
East Time Hotel,Ukraine,7.9,happy,,
Hotel Ambrosia,United Kingdom,9.6,excellent,room little dark affect overall positive impression,friendly staff atmosphere good breakfast
Motel One Brussels,Slovenia,8.8,good business hotel,think ok,solide clean hotel near center profesional staff
Renaissance Brussels Hotel,Belgium,10.0,exceptional,,
nhow Brussels Bloom,Greece,9.0,superb,,
Jam Hotel,France,5.8,okay,,
Hotel 't Putje,Spain,6.3,pleasant,room cold feel frozen heating weak,Recepcionist kind recommend restaurant dinner lunch
Maison d'hôtes Îles Sont d'Ailleurs,Romania,8.8,ok,maybe transit airport mandatory silence room lady angry talk TALK pm report owner,owner friendly Turtle tortoise warm room outside cold
Hotel Fevery,Australia,10.0,elegant comfortable welcoming,leave,clean comfortable room large bathroom fantastic breakfast Paul incredibly helpful lovey host Vegemite provide breakfast example personal touch highly recommend Hotel Fevery stay beautiful bruge
Queen Astrid,United Kingdom,10.0,great stay owner welcoming,great,lovely little house design location better literally minute walk Cloth Hall Ypres Flanders Field museum need use car head town military cemetrie WWI battlefield lot restaurant couple minute walk comfy bed need weekend week extremely clean
Hotel Corner House,Belgium,7.9,good,,
